"Comp1","Comp2","Comp3","Variável"
0.033801311036754,-0.420331177484013,0.0332323404841064,"DS_GRAU_ESCOLARIDADE"
-1.13775838062456,-0.166555027622892,-0.0406199217927806,"DS_GRAU_ESCOLARIDADE"
-0.42248902124337,0.501099434627247,-0.143188875305381,"DS_GRAU_ESCOLARIDADE"
-0.465826624830621,-0.104247973958786,-0.0258259738235371,"DS_RACA_COR"
-0.55550280264845,0.441732184528849,0.000692608163007808,"DS_RACA_COR"
0.9554103330923,-0.180160160910519,-1.42681861595849,"DS_RACA_COR"
0.392824105171194,-0.256078878799935,-0.030205651241357,"DS_RACA_COR"
-0.00355248788165072,-0.280637387746561,0.23743669761825,"DS_RACA_COR"
-0.768568531416014,-0.301130059676332,-0.015642656441697,"DS_ESTADO_CIVIL"
-0.957018565536007,-0.297103118288933,0.00709905018679238,"DS_ESTADO_CIVIL"
-1.07130037469532,0.183031610470972,-0.0665246664418198,"DS_ESTADO_CIVIL"
0.380814632402069,0.133192237564986,0.00442199241771885,"DS_ESTADO_CIVIL"
-1.13289119250236,-0.417970697991682,0.00168037369386696,"DS_ESTADO_CIVIL"
0.000604047609491507,-0.00265993375011704,-0.000525908576082066,"DS_IDENTIDADE_GENERO"
-0.134764846453596,0.593439255083961,0.117331792048324,"DS_IDENTIDADE_GENERO"
-0.0326493282099358,-0.995933338315974,-1.58425173543922,"REGIAO"
0.843881882483336,0.000886442643385668,1.02476164545251,"REGIAO"
1.01290352262491,-0.41509517504997,-1.80830789754765,"REGIAO"
-0.813494335558236,-0.433787430506054,0.271093764033411,"REGIAO"
-0.68780892739983,2.50002000034606,-0.58781290069574,"REGIAO"
